어종,산지,규격,포장,수량,중량,낙찰고가,낙찰저가,평균가,year,month
(선)학꽁치,죽변,40미,S/P,4,10.0,"50,000","40,000","46,300",2023,3
(선)학꽁치,포항,대,S/P,49,1.0,800,800,800,2023,3
(선)학꽁치,죽변,대,S/P,4,5.0,"44,000","40,000","42,000",2023,3
(선)학꽁치,포항,대,c/s(상자),36,5.0,"100,000","33,000","57,900",2023,3
(선)학꽁치,죽변,44미,S/P,2,10.0,"78,000","45,000","61,500",2023,3
(선)학꽁치,포항,대,S/P,48,10.0,"67,000","30,000","40,500",2023,3
(선)학꽁치,포항,대,c/s(상자),3,10.0,"60,000","60,000","60,000",2023,4
(선)학꽁치,포항,대,S/P,39,10.0,"100,000","37,500","56,500",2023,4
(선)학꽁치,죽변,32미,S/P,1,10.0,"58,000","58,000","58,000",2023,4
(선)학꽁치,삼척,29미,S/P,1,3.0,"54,000","54,000","54,000",2023,4
(선)학꽁치,포항,대,S/P,3,8.0,"40,000","40,000","40,000",2023,4
(선)학꽁치,남해,대,S/P,79,10.0,"15,000","4,000","6,100",2023,4
(선)학꽁치,부산(기장),중,S/P,2,10.0,"35,000","35,000","35,000",2023,4
(선)학꽁치,포항,중,S/P,1,10.0,"50,000","50,000","50,000",2023,4
(선)학꽁치,삼척,20미,S/P,47,3.0,"40,000","30,000","35,500",2023,4
(선)학꽁치,방어진,27미,S/P,56,1.0,200,200,200,2023,4
(선)학꽁치,태안,중,kg,2,10.0,"12,000","12,000","12,000",2023,4
(선)학꽁치,부산(기장),대,S/P,1,10.0,"30,000","30,000","30,000",2023,4
(선)학꽁치,삼척,대,S/P,27,10.0,"79,000","45,000","59,900",2023,4
(선)학꽁치,방어진,대,S/P,56,1.0,200,200,200,2023,4
(선)학꽁치,포항,대,S/P,3,5.0,"30,000","30,000","30,000",2023,4
(선)학꽁치,포항,대,S/P,16,3.0,"50,000","20,000","45,300",2023,4
(선)학꽁치,제주도,80미,S/P,50,10.0,"40,000","21,000","26,200",2023,4
(선)학꽁치,삼척,대,S/P,3,5.0,"25,000","25,000","25,000",2023,4
(선)학꽁치,죽변,40미,S/P,4,10.0,"64,000","58,000","60,000",2023,4
(선)학꽁치,죽변,대,S/P,1,5.0,"50,000","50,000","50,000",2023,4
(선)학꽁치,삼척,4미,S/P,7,10.0,"28,500","28,500","28,500",2023,4
(선)학꽁치,포항,25미,S/P,4,5.0,"20,000","20,000","20,000",2023,4
(냉)꽁치,대만,중,CT/(BT),220,9.8,"57,500","57,500","57,500",2023,5
(냉)꽁치,중국,2번,CT/(BT),112,9.5,"76,300","75,000","75,300",2023,5
(선)학꽁치,군산,100미,S/P,6,10.0,"16,000","16,000","16,000",2023,5
(선)학꽁치,군산,30미,S/P,52,10.0,"15,000","6,000","9,100",2023,5
(선)학꽁치,포항,14미,S/P,1,5.0,"20,000","20,000","20,000",2023,5
(선)학꽁치,군산,대,S/P,2,5.0,"15,000","15,000","15,000",2023,5
(선)학꽁치,군산,25미,S/P,1,10.0,"27,000","27,000","27,000",2023,5
(선)학꽁치,군산,18미,S/P,1,10.0,"15,000","15,000","15,000",2023,5
(선)학꽁치,군산,14미,S/P,1,10.0,"4,000","4,000","4,000",2023,5
(선)학꽁치,감포,대,S/P,1,5.0,"10,000","10,000","10,000",2023,5
(선)학꽁치,포항,24미,S/P,1,10.0,"40,000","40,000","40,000",2023,5
(선)학꽁치,군산,60미,S/P,20,10.0,"4,000","4,000","4,000",2023,5
(선)학꽁치,포항,대,S/P,2,10.0,"51,500","51,500","51,500",2023,5
(냉)꽁치,대만,중,CT/(BT),80,9.8,"57,500","57,500","57,500",2023,6
(선)학꽁치,군산,대,S/P,9,5.0,"8,000","8,000","8,000",2023,6
(선)학꽁치,군산,대,S/P,1,10.0,"10,000","10,000","10,000",2023,6
(냉)꽁치,대만,2번,CT/(BT),31,9.2,"84,400","84,400","84,400",2023,7
(냉)꽁치,대만,2번,CT/(BT),190,9.3,"80,500","80,500","80,500",2023,8
(냉)꽁치,대만,중,CT/(BT),30,9.8,"50,000","50,000","50,000",2023,8
(냉)꽁치,대만,2번,CT/(BT),70,9.4,"78,500","78,500","78,500",2023,8
